Accession	Description	Coverage.in.Percent	Number.of.Peptides	Number.of.PSMs	Number.of.Unique.Peptides	log2FC_t3	log2FC_t6	log2FC_t12	log2FC_t24	log2FC_t48	Abundance.Ratio.3..0	Abundance.Ratio.6..0	Abundance.Ratio.12..0	Abundance.Ratio.24..0	Abundance.Ratio.48..0	Abundance.Ratio.log2.3..0	Abundance.Ratio.log2.6..0	Abundance.Ratio.log2.12..0	Abundance.Ratio.log2.24..0	Abundance.Ratio.log2.48..0	Abundance.Ratio.P.Value.3..0	Abundance.Ratio.P.Value.6..0	Abundance.Ratio.P.Value.12..0	Abundance.Ratio.P.Value.24..0	Abundance.Ratio.P.Value.48..0	Abundance.Ratio.Adj.P.Value.3..0	Abundance.Ratio.Adj.P.Value.6..0	Abundance.Ratio.Adj.P.Value.12..0	Abundance.Ratio.Adj.P.Value.24..0	Abundance.Ratio.Adj.P.Value.48..0	Abundance.Ratio.Variability.in.Percent.3..0	Abundance.Ratio.Variability.in.Percent.6..0	Abundance.Ratio.Variability.in.Percent.12..0	Abundance.Ratio.Variability.in.Percent.24..0	Abundance.Ratio.Variability.in.Percent.48..0	Biological.Process	Cellular.Component	Molecular.Function	Pfam.IDs	Entrez.Gene.ID	Ensembl.Gene.ID	Gene.Symbol	Chromosome	KEGG.Pathways	Reactome.Pathways	WikiPathways	Number.of.Protein.Pathway.Groups	Number.of.AAs	MW.in.kDa	calc.pI	Score.Sequest.HT.Sequest.HT	Modifications
P00973	2'-5'-oligoadenylate synthase 1|OAS1	8	3	12	3	-0.103146927	-0.081613766	0.817213924	0.847996907	0.703986604	0.931	0.945	1.762	1.8	1.629	-0.1	-0.08	0.82	0.85	0.7	0.212646118	0.110014592	0.00467832	0.008014716	0.00609953	0.910937563	0.622425306	0.296207315	0.160658718	0.139965334	9.76	1.87	1.85	12.62	4.05	cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;endoplasmic reticulum;extracellular;mitochondrion;nucleus	catalytic activity;metal ion binding;nucleotide binding;protein binding;RNA binding	Pf10421	4938	ENSG00000089127.12	OAS1	12	NOD-like receptor signaling pathway; Measles; Herpes simplex infection; Hepatitis C; Influenza A	Interferon alpha/beta signaling; Interferon gamma signaling	Type II interferon signaling (IFNG)	11	400	46	8.22	47.03	
Q16763	Ubiquitin-conjugating enzyme E2 S|UBE2S	32	5	22	5	-0.015957574	0.051024003	-0.236163541	-0.461958547	-0.729770093	0.989	1.036	0.849	0.726	0.603	-0.02	0.05	-0.24	-0.46	-0.73	0.978169217	0.253237383	0.008686735	0.032257587	0.009402284	0.998469831	0.710757297	0.302593431	0.198193387	0.146787628	4.51	4.55	1.42	12.98	5.87	cell division;cell organization and biogenesis;metabolic process	cytoplasm;cytosol	catalytic activity;nucleotide binding;protein binding	Pf00179	27338	ENSG00000108106.13	UBE2S	19	Ubiquitin mediated proteolysis	Synthesis of active ubiquitin: roles of E1 and E2 enzymes; Antigen processing: Ubiquitination & Proteasome degradation		9	222	23.8	8.38	76.37	
P17707	S-adenosylmethionine decarboxylase proenzyme|AMD1	4	1	4	1	0.478195258	0.994217647	-0.249822294	-0.492078535	-0.691988685	1.393	1.992	0.841	0.711	0.619	0.48	0.99	-0.25	-0.49	-0.69	0.014555318	0.016753204	0.159675524	0.066470869	0.01998211	0.866620876	0.545079707	0.510406478	0.249946609	0.159887701	4.42	4.3	0.15	13.77	15.02	metabolic process	cytosol	catalytic activity	Pf01536	262	ENSG00000123505.15	AMD1	6	Metabolic pathways; Cysteine and methionine metabolism; Arginine and proline metabolism	Metabolism of polyamines		6	334	38.3	6	12.29	
Q9ULW0	Targeting protein for Xklp2|TPX2	52	39	175	39	-0.02180437	-0.144010303	-0.40354186	-0.569179503	-0.659722595	0.985	0.905	0.756	0.674	0.633	-0.02	-0.14	-0.4	-0.57	-0.66	0.270196549	0.016147564	0.009267671	0.00604587	0.011025934	0.910937563	0.545079707	0.302593431	0.154062622	0.149547898	2.03	3.11	6.89	2.05	9.01	cell death;cell division;cell organization and biogenesis;cell proliferation;regulation of biological process	cytoplasm;cytoskeleton;cytosol;nucleus	nucleotide binding;protein binding	"Pf09041, Pf12214"	22974	ENSG00000088325.15	TPX2	20		Regulation of TP53 Activity through Phosphorylation; AURKA Activation by TPX2	Gastric Cancer Network 1	12	747	85.6	9.23	593.52	
O75190	DnaJ homolog subfamily B member 6|DNAJB6	28	8	57	7	-0.061902439	-0.126580497	-0.251538767	-0.371459681	-0.454031631	0.958	0.916	0.84	0.773	0.73	-0.06	-0.13	-0.25	-0.37	-0.45	0.29382077	0.165064625	0.001747845	0.006333432	0.001886158	0.910937563	0.654958985	0.250999451	0.15511402	0.129491316	5.67	4.26	1.19	1.64	0.09	cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process	cytoplasm;cytosol;membrane;nucleus	DNA binding;enzyme regulator activity;protein binding	Pf00226	10049	ENSG00000105993.14	DNAJB6	7		Regulation of HSF1-mediated heat shock response		4	326	36.1	9.16	182.76	Met-loss [N-Term]
P61024	Cyclin-dependent kinases regulatory subunit 1|CKS1B	33	3	8	3	-0.048412205	-0.067938829	-0.380821784	-0.965784285	-1.231074664	0.967	0.954	0.768	0.512	0.426	-0.05	-0.07	-0.38	-0.97	-1.23	0.748741667	0.493007078	0.099493514	0.000239456	0.00467281	0.959317039	0.812619125	0.461533394	0.114021115	0.133502176	31.29	14.53	18.42	1.69	12.83	cell division;metabolic process;regulation of biological process		catalytic activity;enzyme regulator activity;protein binding	Pf01111	1163	ENSG00000173207.12	CKS1B	1	Pathways in cancer; Small cell lung cancer	Cyclin D associated events in G1; SCF(Skp2)-mediated degradation of p27/p21		12	79	9.7	8.94	31.89	
O43493	Trans-Golgi network integral membrane protein 2|TGOLN2	26	10	42	10	-0.057391664	0.015782997	-0.253257284	-0.61705613	-0.926865295	0.961	1.011	0.839	0.652	0.526	-0.06	0.02	-0.25	-0.62	-0.93	0.275875369	0.885166875	0.004187337	0.042801504	0.017058568	0.910937563	0.966250506	0.291849687	0.217178444	0.15645691	5.65	5.62	0.16	12.13	1.57							TGOLN2					0	437	45.9	5.63	150.14	
P18827	Syndecan-1|SDC1	13	3	19	3	-0.17299399	-0.261880711	-0.18606493	-0.428565884	-0.758769964	0.887	0.834	0.879	0.743	0.591	-0.17	-0.26	-0.19	-0.43	-0.76	0.137232244	0.020699111	0.006648707	0.04278513	0.003244235	0.910937563	0.561465265	0.302593431	0.217178444	0.129491316	3.36	5.84	2.51	5.68	1.53	cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cell surface;extracellular;membrane;organelle lumen	protein binding	Pf01034	6382	ENSG00000115884.10	SDC1	2	Cell adhesion molecules (CAMs); Malaria; Proteoglycans in cancer; ECM-receptor interaction	"Defective B4GALT7 causes EDS, progeroid type; Retinoid metabolism and transport; Defective EXT2 causes exostoses 2; Syndecan interactions; Defective EXT1 causes exostoses 1, TRPS2 and CHDS; Signaling by GPCR; HS-GAG biosynthesis; A tetrasaccharide linker sequence is required for GAG synthesis; Cell surface interactions at the vascular wall; Defective B3GALT6 causes EDSP2 and SEMDJL1; HS-GAG degradation; Defective B3GAT3 causes JDSSDHD"		31	310	32.4	4.63	60.76	
Q92876	Kallikrein-6|KLK6	20	4	17	4	-0.114035243	-0.084670324	-0.496142467	-0.729770093	-0.689659879	0.924	0.943	0.709	0.603	0.62	-0.11	-0.09	-0.5	-0.73	-0.69	0.041963427	0.072286632	0.021637241	0.010539755	0.013805056	0.910937563	0.600597335	0.335054736	0.164402784	0.152142948	0.7	0.77	11.84	5.37	4.97	cell death;metabolic process;regulation of biological process;response to stimulus	cytoplasm;endoplasmic reticulum;extracellular;mitochondrion;nucleus	catalytic activity;protein binding	Pf00089	5653	ENSG00000167755.14	KLK6	19				0	244	26.8	7.44	70.81	
P55268	Laminin subunit beta-2|LAMB2	4	5	11	5	-0.043943348	-0.104697379	-0.345564459	-0.452056689	-0.597277823	0.97	0.93	0.787	0.731	0.661	-0.04	-0.1	-0.35	-0.45	-0.6	0.279923004	0.154106696	0.010300763	0.014865595	0.029217995	0.910937563	0.64510305	0.302593431	0.169092296	0.17438629	3.6	2.19	2.24	5.53	2.48	cell growth;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;transport	cytoplasm;extracellular;Golgi;organelle lumen	catalytic activity;motor activity;nucleotide binding;protein binding;structural molecule activity;transporter activity	"Pf00053, Pf00055, Pf00430, Pf00769, Pf01576, Pf02050, Pf02841, Pf04111, Pf06008, Pf09831, Pf12128, Pf12795, Pf13514, Pf13851, Pf13868, Pf15070, Pf15558"	3913	ENSG00000172037.13	LAMB2	3	Amoebiasis; Pathways in cancer; Toxoplasmosis; Focal adhesion; Small cell lung cancer; ECM-receptor interaction; PI3K-Akt signaling pathway	ECM proteoglycans; Post-translational protein phosphorylation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Laminin interactions; MET activates PTK2 signaling; Non-integrin membrane-ECM interactions	Alpha 6 Beta 4 signaling pathway; Primary Focal Segmental Glomerulosclerosis FSGS; miRNA targets in ECM and membrane receptors; Focal Adhesion; Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; Inflammatory Response Pathway	26	1798	195.9	6.52	28.16	
Q9H7N4	"Splicing factor, arginine/serine-rich 19|SCAF1"	13	17	54	15	-0.304006187	-0.432454552	-0.413115187	-0.562772261	-0.514573173	0.81	0.741	0.751	0.677	0.7	-0.3	-0.43	-0.41	-0.56	-0.52	0.013937259	0.024606483	0.002266813	0.010015542	0.00030409	0.866620876	0.561465265	0.250999451	0.164402784	0.118470301	0.44	0.24	2.77	7.29	0.57	metabolic process	nucleus	protein binding;RNA binding		58506	ENSG00000126461.14	SCAF1	19				0	1312	139.2	9.25	164.6	
P23921	Ribonucleoside-diphosphate reductase large subunit|RRM1	15	12	33	12	-0.051399153	-0.081613766	-0.261880711	-0.584241333	-0.637109357	0.965	0.945	0.834	0.667	0.643	-0.05	-0.08	-0.26	-0.58	-0.64	0.043253616	0.007267691	0.010609893	0.00488957	0.005405197	0.910937563	0.500187608	0.302593431	0.145843171	0.138329398	0.79	0.72	4.25	0.22	6.45	metabolic process	cytoplasm;cytosol	catalytic activity;nucleotide binding;protein binding	"Pf00317, Pf02867, Pf03477"	6240	ENSG00000167325.14	RRM1	11	Glutathione metabolism; Purine metabolism; Metabolic pathways; Pyrimidine metabolism	Interconversion of nucleotide di- and triphosphates	Fluoropyrimidine Activity; Retinoblastoma (RB) in Cancer; Nucleotide Metabolism	10	792	90	7.15	101.15	
P00749	Urokinase-type plasminogen activator|PLAU	28	10	34	10	-0.033569533	-0.219269964	-0.886299501	-0.935117148	-1.029146346	0.977	0.859	0.541	0.523	0.49	-0.03	-0.22	-0.89	-0.93	-1.03	0.217047438	0.000909207	0.00083452	0.003741457	0.003221439	0.910937563	0.316571755	0.223451145	0.13375822	0.129491316	1.79	0.08	1.6	0.31	3.65	cellular component movement;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	cell surface;extracellular;membrane	catalytic activity;protein binding	"Pf00051, Pf00089"	5328		PLAU	10	MicroRNAs in cancer; NF-kappa B signaling pathway; Proteoglycans in cancer; Complement and coagulation cascades; Transcriptional misregulation in cancer	Dissolution of Fibrin Clot; Neutrophil degranulation	Osteopontin Signaling; Blood Clotting Cascade; Lung fibrosis; VEGFA-VEGFR2 Signaling Pathway; Wnt Signaling Pathway and Pluripotency; Wnt Signaling Pathway; Endochondral Ossification; Complement and Coagulation Cascades; Senescence and Autophagy in Cancer; DNA Damage Response (only ATM dependent)	20	431	48.5	8.41	131.71	
Q8WVX3	Uncharacterized protein C4orf3|C4orf3	24	1	7	1	0.034215715	-0.080087911	-0.190997225	-0.454031631	-0.392137097	1.024	0.946	0.876	0.73	0.762	0.03	-0.08	-0.19	-0.45	-0.39	0.795203097	0.287026617	0.094832367	0.031786168	0.002975733	0.97030959	0.731521004	0.456453223	0.197868898	0.129491316	4.43	7.65	5.83	10.24	3.71		membrane			401152	ENSG00000164096.12	C4orf3	4				0	66	7.6	5.29	22.61	
P10619	Lysosomal protective protein|CTSA	12	7	61	7	-0.02180437	-0.024736678	-0.086201035	-0.194294815	-0.537424112	0.985	0.983	0.942	0.874	0.689	-0.02	-0.02	-0.09	-0.19	-0.54	0.632420419	0.433069604	0.249925461	0.048481146	0.01559816	0.937902658	0.790956085	0.581812088	0.223864677	0.155539156	11.65	4.81	8.18	0.07	2.27	metabolic process;regulation of biological process;transport	endoplasmic reticulum;extracellular;membrane;organelle lumen;vacuole	catalytic activity;enzyme regulator activity	Pf00450	5476	ENSG00000064601.16	CTSA	20	Lysosome; Renin-angiotensin system	Sialic acid metabolism; Neutrophil degranulation; Glycosphingolipid metabolism; MHC class II antigen presentation		17	480	54.4	6.61	232.7	
Q8NCN4	E3 ubiquitin-protein ligase RNF169|RNF169	2	1	4	1	0.081339627	-0.332789088	-0.272297327	-0.736965594	-1.158429363	1.058	0.794	0.828	0.6	0.448	0.08	-0.33	-0.27	-0.74	-1.16	0.642363574	0.313902719	0.04937923	0.008886468	0.092340202	0.940903733	0.745041853	0.385231005	0.160658718	0.260208766	16.33	38.43	2.09	5.61	31.49	metabolic process;regulation of biological process;response to stimulus	nucleus	catalytic activity;metal ion binding;protein binding	"Pf00097, Pf13920"	254225	ENSG00000166439.5	RNF169	11				0	708	77.1	9.1	11.16	
P10451	Osteopontin|SPP1	43	9	47	9	-0.19759996	-0.117161344	-0.465938398	-0.687334826	-0.870387262	0.872	0.922	0.724	0.621	0.547	-0.2	-0.12	-0.47	-0.69	-0.87	0.474484693	0.748100477	0.105897911	0.057522634	0.034738654	0.910937563	0.921699399	0.466179248	0.233763744	0.184797193	35.74	43.91	12.67	1.92	5.33	cell differentiation;cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus	extracellular;Golgi;organelle lumen	protein binding	Pf00865	6696	ENSG00000118785.13	SPP1	4	Focal adhesion; Toll-like receptor signaling pathway; ECM-receptor interaction; PI3K-Akt signaling pathway	Post-translational protein phosphorylation; RUNX3 Regulates Immune Response and Cell Migration; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Integrin cell surface interactions; Degradation of the extracellular matrix; Signaling by PDGF	Osteoclast Signaling; Osteopontin Signaling; Regulation of toll-like receptor signaling pathway; Brain-Derived Neurotrophic Factor (BDNF) signaling pathway; Focal Adhesion; Lung fibrosis; Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; TYROBP Causal Network; Endochondral Ossification; TGF-beta Receptor Signaling; Toll-like receptor signaling pathway	30	314	35.4	4.58	187.06	
P0DTC9	Nucleoprotein|N	85	42	2970	42	-0.089267338	-0.002888279	2.626205483	3.475474047	3.866809092	0.94	0.998	6.174	11.123	14.589	-0.09	0	2.63	3.48	3.87	0.21001567	0.809796914	0.003060557	0.000978784	0.002438613	0.910937563	0.942975253	0.269925864	0.129711934	0.129491316	2.98	3.23	15.22	3.96	25.14							N					0	419	45.6	10.07	10413.16	Met-loss [N-Term]; Met-loss+Acetyl [N-Term]
O75506	Heat shock factor-binding protein 1|HSBP1	42	3	25	3	-0.219269964	-0.160040413	-0.430508908	-0.816037165	-0.886299501	0.859	0.895	0.742	0.568	0.541	-0.22	-0.16	-0.43	-0.82	-0.89	0.166317464	0.115880687	0.014102353	0.01912424	0.002826759	0.910937563	0.622425306	0.316838243	0.174671374	0.129491316	16.16	10.01	4.58	0.12	4.47	cell differentiation;regulation of biological process	cytoskeleton;nucleus	protein binding	Pf06825	3281	ENSG00000230989.6	HSBP1	16		Attenuation phase; HSF1 activation		6	76	8.5	4.36	83.29	
Q96GY0	Zinc finger C2HC domain-containing protein 1A|ZC2HC1A	8	2	6	2	-0.15682011	-0.16326792	-0.13289427	-0.469929258	-0.454031631	0.897	0.893	0.912	0.722	0.73	-0.16	-0.16	-0.13	-0.47	-0.45	0.586290604	0.331366172	0.714961077	0.054487622	0.189631956	0.92052266	0.748322753	0.864794156	0.233605539	0.372978734	12.75	21.25	20.71	19.48	19.88			metal ion binding;protein binding	Pf13913	51101	ENSG00000104427.11	ZC2HC1A	8				0	325	35.1	9.82	20.85	
Q9NQZ5	"StAR-related lipid transfer protein 7, mitochondrial|STARD7"	7	3	16	3	0.014355293	0.077242999	-0.069451881	-0.40927823	-0.564904848	1.01	1.055	0.953	0.753	0.676	0.01	0.08	-0.07	-0.41	-0.57	0.664168029	0.167786283	0.17175239	0.023088704	0.010035982	0.942390512	0.658921525	0.519619991	0.18253339	0.147887136	3.09	2.14	0.36	4.72	8.05	metabolic process	membrane;mitochondrion		Pf01852	56910	ENSG00000084090.13	STARD7	2		Synthesis of PC		5	370	43.1	8.95	43.73	
Q9HB58	Sp110 nuclear body protein|SP110	15	10	31	10	-0.087733372	-0.098505545	0.582074221	0.677169939	0.407080775	0.941	0.934	1.497	1.599	1.326	-0.09	-0.1	0.58	0.68	0.41	0.364230111	0.463708458	0.033288059	0.001547653	0.090526721	0.910937563	0.79946688	0.364082931	0.129711934	0.257571472	4.12	7.1	17.15	2.75	6.67	metabolic process;regulation of biological process;response to stimulus	nucleus	DNA binding;metal ion binding;protein binding;signal transducer activity	"Pf00439, Pf00628, Pf01342, Pf03172"	3431	ENSG00000135899.17	SP110	2				0	689	78.3	8.87	92.84	
Q14135	Transcription cofactor vestigial-like protein 4|VGLL4	7	2	11	2	-0.106249498	-0.106249498	-0.320125852	-0.4639471	-0.724992953	0.929	0.929	0.801	0.725	0.605	-0.11	-0.11	-0.32	-0.46	-0.72	0.23650952	0.122793984	0.007670459	0.001773245	0.034273288	0.910937563	0.622425306	0.302593431	0.129711934	0.184589702	10.28	4.14	3.14	0.96	14.23	metabolic process;regulation of biological process	nucleus	protein binding	Pf15245	9686		VGLL4	3				0	290	30.9	8.22	30.89	
P28799	Progranulin|GRN	31	14	120	14	-0.027674958	-0.212567535	-0.227692025	-0.428565884	-0.606034724	0.981	0.863	0.854	0.743	0.657	-0.03	-0.21	-0.23	-0.43	-0.61	0.033614962	0.192965341	0.015674619	0.054859416	0.030217119	0.910937563	0.669285438	0.321094193	0.233758457	0.175049665	0.09	12.35	3.09	4.93	15.19	regulation of biological process;response to stimulus;transport	endoplasmic reticulum;endosome;extracellular;organelle lumen;vacuole	protein binding;RNA binding	Pf00396	2896	ENSG00000030582.17	GRN	17		Neutrophil degranulation	Integrated Breast Cancer Pathway	4	593	63.5	6.83	413.34	
P09913	Interferon-induced protein with tetratricopeptide repeats 2|IFIT2	21	8	40	8	-0.017417053	0.004321606	1.008630305	1.418459838	1.41467678	0.988	1.003	2.012	2.673	2.666	-0.02	0	1.01	1.42	1.41	0.706425322	0.392232986	0.002678029	0.000493749	0.003659054	0.95115539	0.775157342	0.262385283	0.129711934	0.129491316	0.54	0.5	6.11	1.07	8.95	cell death;cell organization and biogenesis;defense response;regulation of biological process;response to stimulus	cytoplasm;cytosol;endoplasmic reticulum	protein binding;RNA binding	"Pf13414, Pf13424"	3433	ENSG00000119922.9	IFIT2	10		Interferon alpha/beta signaling	Type II interferon signaling (IFNG)	5	472	54.6	6.76	124.18	
P15311	Ezrin|EZR	69	57	1421	41	0.029982866	-0.055891201	-0.150400989	-0.367731785	-0.459972731	1.021	0.962	0.901	0.775	0.727	0.03	-0.06	-0.15	-0.37	-0.46	0.60539689	0.00563005	0.035863215	0.006769457	0.019209692	0.925954302	0.48932813	0.371910005	0.160073037	0.159887701	5.27	0.26	4.57	2.12	0.86	cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;cytosol;endosome;membrane	protein binding;RNA binding	"Pf00373, Pf00769, Pf09379, Pf09380"	7430	ENSG00000092820.17	EZR	6	Pathogenic Escherichia coli infection; MicroRNAs in cancer; Proteoglycans in cancer; Regulation of actin cytoskeleton; Leukocyte transendothelial migration; Gastric acid secretion	Netrin-1 signaling; Recycling pathway of L1	Pathogenic Escherichia coli infection; AGE/RAGE pathway; VEGFA-VEGFR2 Signaling Pathway; Regulation of Actin Cytoskeleton	15	586	69.4	6.27	4606.61	Met-loss [N-Term]
Q9NWZ5	Uridine-cytidine kinase-like 1|UCKL1	5	3	13	3	0.018634174	0.012926174	-0.090802937	-0.343732465	-0.457989644	1.013	1.009	0.939	0.788	0.728	0.02	0.01	-0.09	-0.34	-0.46	0.6481534	0.821894349	0.046054396	0.023243687	0.00317882	0.941393759	0.944493504	0.38193733	0.18253339	0.129491316	0.27	9.61	3.15	4.37	1.67	metabolic process	cytoplasm;cytosol;nucleus	catalytic activity;nucleotide binding;protein binding	"Pf00485, Pf07931, Pf13207, Pf14681"	54963	ENSG00000198276.15	UCKL1	20	Metabolic pathways; Pyrimidine metabolism; Drug metabolism - other enzymes	Pyrimidine salvage		7	548	61.1	7.36	39.35	
Q969W9	Protein TMEPAI|PMEPA1	19	4	13	4	0.134878054	0.283329168	-0.444183845	-0.469929258	-0.556393349	1.098	1.217	0.735	0.722	0.68	0.13	0.28	-0.44	-0.47	-0.56	0.020822972	0.024089991	0.006331029	0.018000152	0.012451753	0.910937563	0.561465265	0.302593431	0.170973644	0.152142948	3.17	5.13	0.24	5.58	4.62	regulation of biological process;response to stimulus	endosome;Golgi;membrane	protein binding		56937	ENSG00000124225.15	PMEPA1	20		Downregulation of TGF-beta receptor signaling		5	287	31.6	6.89	41.06	
P35869	Aryl hydrocarbon receptor|AHR	13	9	34	9	-0.164884385	-0.246395464	-0.070966521	-0.298672743	-0.50021788	0.892	0.843	0.952	0.813	0.707	-0.16	-0.25	-0.07	-0.3	-0.5	0.118060449	0.035064891	0.176137598	0.017101109	0.009279778	0.910937563	0.561465265	0.522169363	0.170491012	0.146787628	5.36	7.66	3.2	3.03	5.37	cell death;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;nucleus	DNA binding;protein binding;receptor activity;signal transducer activity	"Pf00989, Pf08447, Pf13426, Pf14598"	196	ENSG00000106546.12	AHR	7		Aryl hydrocarbon receptor signalling; PPARA activates gene expression; Endogenous sterols; Xenobiotics	Integrated Breast Cancer Pathway; Adipogenesis; Aryl Hydrocarbon Receptor; Aryl Hydrocarbon Receptor Pathway; Development and heterogeneity of the ILC family	15	848	96.1	6.38	113.39	
Q8N3C7	CAP-Gly domain-containing linker protein 4|CLIP4	6	4	12	4	0.053806444	0.039840265	-0.411195433	-0.668868078	-0.734563104	1.038	1.028	0.752	0.629	0.601	0.05	0.04	-0.41	-0.67	-0.74	0.281766901	0.928520567	0.013509228	0.003231917	0.006892908	0.910937563	0.97618264	0.314576761	0.133724772	0.14104879	1.66	4.28	6.25	0.13	5.32			protein binding	"Pf00023, Pf01302, Pf12796, Pf13637, Pf13857"	79745	ENSG00000115295.19	CLIP4	2				0	705	76.3	8.7	39.81	
P01008	Antithrombin-III|SERPINC1	3	2	10	2	0.020057652	-0.205896101	-1.120294234	-1.181149439	-1.426625474	1.014	0.867	0.46	0.441	0.372	0.02	-0.21	-1.12	-1.18	-1.43	0.865349049	0.020462858	0.019672247	0.010539173	0.013665302	0.978814878	0.561465265	0.327705064	0.164402784	0.152142948	0.71	4.61	16.4	2.56	25.79	coagulation;defense response;metabolic process;regulation of biological process;response to stimulus;transport	extracellular;membrane;organelle lumen	enzyme regulator activity;protein binding	Pf00079	462	ENSG00000117601.13	SERPINC1	1	Complement and coagulation cascades	Post-translational protein phosphorylation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Common Pathway of Fibrin Clot Formation; Intrinsic Pathway of Fibrin Clot Formation	Complement and Coagulation Cascades	10	464	52.6	6.71	26.14	
A0A0U1RRL7	Protein MMP24OS|MMP24OS	75	2	13	2	-0.121863233	-0.045431429	0.039840265	-0.291592017	-0.50021788	0.919	0.969	1.028	0.817	0.707	-0.12	-0.05	0.04	-0.29	-0.5	0.118133017	0.383413135	0.807531449	0.019834707	0.018504198	0.910937563	0.775157342	0.910824063	0.176810475	0.159887701	6.12	7.21	4.39	5.55	2.22					101410538	ENSG00000126005.16	MMP24OS	20				0	71	7.7	4.72	57.3	
O14965	Aurora kinase A|AURKA	12	4	11	4	0.067638717	-0.067938829	-0.354759487	-0.577766999	-0.780908942	1.048	0.954	0.782	0.67	0.582	0.07	-0.07	-0.35	-0.58	-0.78	0.871019748	0.374448482	0.157076488	0.047430827	0.505010803	0.978814878	0.770748784	0.510253014	0.222491912	0.657618899	7.77	10.34	26.08	4.57	14.14	cell division;cell growth;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;nucleus	catalytic activity;nucleotide binding;protein binding	"Pf00069, Pf01636, Pf07714, Pf14531"	6790		AURKA	20	Oocyte meiosis	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Interaction between PHLDA1 and AURKA; Regulation of PLK1 Activity at G2/M Transition; AURKA Activation by TPX2; TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest; SUMOylation of DNA replication proteins; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Regulation of TP53 Activity through Phosphorylation	Gastric Cancer Network 1; EGF/EGFR Signaling Pathway	27	403	45.8	9.39	45.48	
Q96PP9	Guanylate-binding protein 4|GBP4	10	5	11	4	-0.029146346	-0.09696173	0.212880566	0.487486349	0.352758525	0.98	0.935	1.159	1.402	1.277	-0.03	-0.1	0.21	0.49	0.35	0.304154856	0.076958621	0.013210265	0.021015753	0.035961961	0.910937563	0.605210564	0.314576761	0.180035997	0.186976019	2.94	0.2	2.47	3.16	8.72		cytoplasm;Golgi;membrane;nucleus	catalytic activity;nucleotide binding	"Pf02263, Pf02841"	115361	ENSG00000162654.8	GBP4	1	NOD-like receptor signaling pathway	Interferon gamma signaling		5	640	73.1	6.02	31.6	
Q9Y4L5	E3 ubiquitin-protein ligase RNF115|RNF115	4	1	5	1	-0.701341684	-0.415037499	-0.883635243	-1.311148256	-1.573466862	0.615	0.75	0.542	0.403	0.336	-0.7	-0.41	-0.88	-1.31	-1.57	0.101387237	0.067145482	0.046752766	0.009586917	0.031779524	0.910937563	0.598480053	0.384381735	0.163381112	0.179043267	3.11	15.73	25.49	16.28	1.6	metabolic process;regulation of biological process	cytoplasm;cytosol	catalytic activity;metal ion binding;protein binding	"Pf00097, Pf12678, Pf13639, Pf13920, Pf13923, Pf14369, Pf14634"	27246	ENSG00000265491.4	RNF115	1		Antigen processing: Ubiquitination & Proteasome degradation		4	304	33.7	5.69	10.9	
Q9P0U1	Mitochondrial import receptor subunit TOM7 homolog|TOMM7	44	2	43	2	-0.128156351	0.247319935	-0.023269779	0.59454855	0.675364313	0.915	1.187	0.984	1.51	1.597	-0.13	0.25	-0.02	0.59	0.68	0.021512497	0.001711231	0.529960451	0.04884724	0.17759307	0.910937563	0.391118864	0.758755705	0.225049497	0.359209488	0.76	0.33	2.01	19.44	47.73	cell communication;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	membrane;mitochondrion	protein binding;transporter activity	Pf08038	54543	ENSG00000196683.10	TOMM7	7		Mitochondrial protein import; Metabolism of proteins; Pink/Parkin Mediated Mitophagy		4	55	6.2	10.29	88.12	
P0DTC7	ORF7a protein|7a	23	3	84	3	-0.158429363	-0.051399153	1.555816155	2.843581923	2.892779578	0.896	0.965	2.94	7.178	7.427	-0.16	-0.05	1.56	2.84	2.89	0.643832837	0.810714589	0.007412921	0.001732635	0.004338425	0.941007302	0.943274925	0.302593431	0.129711934	0.130333768	4.38	14.08	5.27	18.52	29.54							7a					0	121	13.7	8.02	351.59	
