Protein.Accessions	gene_id	gene_version	gene_name	gene_biotype	gene_source	location	baseMean_3h	log2FoldChange_3h	lfcSE_3h	pvalue_3h	padj_3h	significant_3h	rank_log2_fold_change_3h	rank_base_mean_3h	rank_padj_3h	max_rank_3h	baseMean_6h	log2FoldChange_6h	lfcSE_6h	pvalue_6h	padj_6h	significant_6h	rank_log2_fold_change_6h	rank_base_mean_6h	rank_padj_6h	max_rank_6h	baseMean_12h	log2FoldChange_12h	lfcSE_12h	pvalue_12h	padj_12h	significant_12h	rank_log2_fold_change_12h	rank_base_mean_12h	rank_padj_12h	max_rank_12h	baseMean_24h	log2FoldChange_24h	lfcSE_24h	pvalue_24h	padj_24h	significant_24h	rank_log2_fold_change_24h	rank_base_mean_24h	rank_padj_24h	max_rank_24h	baseMean_48h	log2FoldChange_48h	lfcSE_48h	pvalue_48h	padj_48h	significant_48h	rank_log2_fold_change_48h	rank_base_mean_48h	rank_padj_48h	max_rank_48h
Q8WVF1	ENSG00000116885	18	OSCP1	protein_coding	ensembl_havana	chr1:36415827-36450451:-	38.43392942	0.138250266	0.192469504	0.383238107	0.447638853	no	14850	12295	15198	15198	38.43392942	0.158796985	0.207255195	0.389851251	0.368899802	no	16614	12295	16191	16614	38.43392942	0.418653916	0.205010837	0.020797161	0.035391894	yes	7640	12295	10661	12295	38.43392942	2.726577101	0.259243052	9.10E-29	6.99E-28	yes	322	12295	1820	12295	38.43392942	0.868515161	0.311574826	0.002414751	0.004791255	yes	5731	12295	8973	12295
P12524	ENSG00000116990	11	MYCL	protein_coding	ensembl_havana	chr1:39895426-39902256:-	22.32145979	-1.770106976	0.326624337	1.39E-10	7.66E-10	yes	235	13475	3217	13475	22.32145979	-2.347080951	0.378805255	5.60E-13	2.17E-12	yes	127	13475	3952	13475	22.32145979	-0.191747857	0.211200105	0.301768297	0.37111055	no	14549	13475	16031	16031	22.32145979	-0.490635122	0.452367752	0.180442481	0.198134748	no	10502	13475	12731	13475	22.32145979	1.61809441	0.26493206	7.44E-11	2.37E-10	yes	1371	13475	4675	13475
Q9P2F8	ENSG00000116991	10	SIPA1L2	protein_coding	ensembl_havana	chr1:232397965-232561558:-	21.92585629	0.823292339	0.466854862	0.002834138	0.005982464	yes	1722	13511	7840	13511	21.92585629	1.266309714	0.473911388	0.000188807	0.000344249	yes	1101	13511	7845	13511	21.92585629	0.586921366	0.419673417	0.031317764	0.05020604	yes	4705	13511	11152	13511	21.92585629	4.270087209	0.522774937	1.07E-18	5.68E-18	yes	104	13511	2627	13511	21.92585629	4.500290215	0.48577159	7.53E-22	4.03E-21	yes	92	13511	2788	13511
Q13129	ENSG00000117000	9	RLF	protein_coding	ensembl_havana	chr1:40161387-40240921:+	791.3769448	0.634131447	0.075017248	3.96E-18	5.55E-17	yes	3009	2675	1938	3009	791.3769448	0.174740009	0.076013111	0.018986135	0.054287571	yes	15957	2675	11602	15957	791.3769448	-0.089030757	0.076698914	0.238150314	0.595341603	no	19552	2675	18668	19552	791.3769448	2.147174045	0.08557024	2.67E-141	2.81E-139	yes	600	2675	312	2675	791.3769448	2.355298786	0.080664595	5.22E-190	1.41E-187	yes	468	2675	183	2675
O15229	ENSG00000117009	12	KMO	protein_coding	ensembl_havana	chr1:241532134-241595642:+	5.892058406	-0.114284725	0.470201024	0.462229328	0.439142651	no	16182	16451	15108	16451	5.892058406	-0.153438142	0.566462229	0.504342572	0.489535538	no	16862	16451	17563	17563	5.892058406	0.018628672	0.493340727	0.930234817	0.59302899	no	25795	16451	18646	25795	5.892058406	4.933452124	1.007636264	2.80E-09	1.10E-08	yes	71	16451	4419	16451	5.892058406	1.266471429	0.884963793	0.007616989	0.010935439	yes	2667	16451	9558	16451
Q9UJD0	ENSG00000117016	10	RIMS3	protein_coding	ensembl_havana	chr1:40620680-40665682:-	27.97993941	-0.514114516	0.195709345	0.001745287	0.003899327	yes	4273	12986	7508	12986	27.97993941	-1.539141599	0.237470795	1.67E-12	5.88E-12	yes	586	12986	4068	12986	27.97993941	-0.668176476	0.200885516	0.000166072	0.00040362	yes	3718	12986	7356	12986	27.97993941	0.159269618	0.304206387	0.567092762	0.590406821	no	19440	12986	17157	19440	27.97993941	0.097249537	0.283758188	0.713874177	0.654453496	no	22784	12986	19632	22784
P41162	ENSG00000117036	12	ETV3	protein_coding	ensembl_havana	chr1:157121191-157138474:-	562.5391181	0.926530972	0.067287004	2.56E-44	1.06E-42	yes	1338	3714	631	3714	562.5391181	0.793884871	0.068073684	3.35E-32	9.34E-31	yes	3406	3714	1705	3714	562.5391181	0.382178544	0.069071192	2.02E-08	2.09E-07	yes	8522	3714	5124	8522	562.5391181	1.747297659	0.08779143	8.51E-90	1.09E-87	yes	1023	3714	543	3714	562.5391181	1.82003425	0.081084066	5.93E-113	5.13E-111	yes	970	3714	438	3714
Q9UGL1	ENSG00000117139	18	KDM5B	protein_coding	ensembl_havana	chr1:202724495-202808487:-	1683.954426	-0.282130876	0.048767384	4.23E-09	3.20E-08	yes	8968	1081	3760	8968	1683.954426	-0.200972486	0.048881138	3.46E-05	0.000211151	yes	14912	1081	7636	14912	1683.954426	-0.131872156	0.04863265	0.006349051	0.035378893	yes	17252	1081	10660	17252	1683.954426	1.392284006	0.056642534	2.19E-134	4.66E-132	yes	1889	1081	327	1889	1683.954426	1.489943081	0.053503502	1.45E-171	5.60E-169	yes	1743	1081	223	1743
P32455	ENSG00000117228	10	GBP1	protein_coding	ensembl_havana	chr1:89052319-89065230:-	878.0192378	0.453495981	0.065721232	1.34E-12	1.26E-11	yes	5082	2397	2776	5082	878.0192378	0.051888565	0.067493901	0.43262703	0.999574285	no	22242	2397	20363	22242	878.0192378	-0.032445839	0.068191634	0.629897768	1	no	23600	2397	20400	23600	878.0192378	3.572420333	0.06773872	0	0	yes	163	2397	1	2397	878.0192378	2.224873636	0.074570438	8.48E-198	2.70E-195	yes	546	2397	170	2397
P35914	ENSG00000117305	15	HMGCL	protein_coding	ensembl_havana	chr1:23801885-23838620:-	494.9137074	-0.362277667	0.060788918	1.02E-09	8.22E-09	yes	6816	4166	3544	6816	494.9137074	-0.613575758	0.062024215	1.45E-23	3.13E-22	yes	5289	4166	2359	5289	494.9137074	-0.775826876	0.062728196	4.27E-36	1.92E-34	yes	2830	4166	1180	4166	494.9137074	-1.400680732	0.119937752	1.65E-32	6.34E-31	yes	1861	4166	1656	4166	494.9137074	-1.477593541	0.108997405	9.35E-43	3.32E-41	yes	1782	4166	1525	4166
P11166	ENSG00000117394	23	SLC2A1	protein_coding	ensembl_havana	chr1:42925375-42958868:-	5109.656168	1.618759309	0.040016548	0	0	yes	299	219	1	299	5109.656168	2.252867732	0.039817965	0	0	yes	152	219	1	219	5109.656168	1.737905831	0.039943329	0	0	yes	332	219	1	332	5109.656168	0.371598926	0.052475492	1.25E-12	2.16E-11	yes	13106	219	3679	13106	5109.656168	-0.011367067	0.052119352	0.826981849	1	no	34238	219	22096	34238
P14550	ENSG00000117448	13	AKR1A1	protein_coding	ensembl_havana	chr1:45550543-45570049:+	625.7139368	-0.247607584	0.042434297	3.58E-09	2.73E-08	yes	10103	3370	3739	10103	625.7139368	-0.247745786	0.042845869	6.18E-09	5.85E-08	yes	13248	3370	5401	13248	625.7139368	-0.442315193	0.043541514	1.68E-24	4.58E-23	yes	7157	3370	1946	7157	625.7139368	-1.242993723	0.101156475	1.89E-35	8.61E-34	yes	2485	3370	1528	3370	625.7139368	-1.509562591	0.09623172	2.19E-56	1.01E-54	yes	1669	3370	1125	3370
O60635	ENSG00000117472	10	TSPAN1	protein_coding	ensembl_havana	chr1:46175073-46185962:+	775.2834924	-0.332628056	0.050857485	2.87E-11	2.53E-10	yes	7503	2731	3078	7503	775.2834924	-0.475523546	0.051549111	1.45E-20	1.85E-19	yes	7446	2731	2715	7446	775.2834924	-0.086288287	0.050393358	0.084675668	0.261153328	no	19708	2731	14570	19708	775.2834924	-0.989013874	0.090926051	5.40E-28	9.40E-27	yes	3979	2731	1881	3979	775.2834924	-1.739858963	0.099126283	3.23E-70	1.96E-68	yes	1124	2731	860	2731
Q5TID7	ENSG00000117477	12	CCDC181	protein_coding	ensembl_havana	chr1:169394870-169460669:-	15.38938652	0.865030308	0.33736857	0.000415197	0.001031185	yes	1546	14239	6754	14239	15.38938652	1.190816984	0.332234326	1.43E-05	2.98E-05	yes	1322	14239	6925	14239	15.38938652	1.366713808	0.340631071	9.71E-07	2.87E-06	yes	710	14239	5733	14239	15.38938652	0.469604348	0.513725536	0.226075047	0.291333657	no	10931	14239	13862	14239	15.38938652	2.199241749	0.417874278	6.39E-10	1.85E-09	yes	565	14239	4958	14239
P13726	ENSG00000117525	14	F3	protein_coding	ensembl_havana	chr1:94529173-94541759:-	7724.079598	2.029818246	0.066867176	1.06E-204	5.76E-202	yes	153	116	48	153	7724.079598	2.206683577	0.066892315	8.20E-242	5.30E-239	yes	168	116	49	168	7724.079598	0.991520053	0.067174479	8.52E-51	7.23E-49	yes	1641	116	700	1641	7724.079598	1.197518313	0.069870892	1.59E-66	6.70E-65	yes	2685	116	780	2685	7724.079598	0.207876191	0.071372777	0.003449336	0.030564825	yes	18135	116	10526	18135
Q9UKA9	ENSG00000117569	18	PTBP2	protein_coding	ensembl_havana	chr1:96721665-96823738:+	446.952386	0.660827833	0.068848457	1.09E-22	2.01E-21	yes	2754	4563	1462	4563	446.952386	0.759006645	0.068778637	4.91E-29	9.89E-28	yes	3710	4563	1905	4563	446.952386	0.503997706	0.069583372	1.95E-13	3.24E-12	yes	5988	4563	3504	5988	446.952386	2.231127804	0.085907066	3.64E-151	5.32E-149	yes	537	4563	285	4563	446.952386	1.594154351	0.088537623	1.61E-73	7.24E-72	yes	1433	4563	807	4563
P16949	ENSG00000117632	23	STMN1	protein_coding	ensembl_havana	chr1:25884181-25906991:-	1474.434197	-0.204505489	0.046162053	7.16E-06	3.44E-05	yes	11714	1290	5402	11714	1474.434197	-0.278583179	0.046582006	1.78E-09	1.21E-08	yes	12295	1290	5100	12295	1474.434197	-0.631522558	0.047215525	2.17E-41	1.37E-39	yes	4164	1290	975	4164	1474.434197	-1.030707208	0.072144661	8.81E-47	2.52E-45	yes	3671	1290	1143	3671	1474.434197	-1.483508986	0.072541499	7.61E-94	1.18E-91	yes	1763	1290	601	1763
Q92786	ENSG00000117707	16	PROX1	protein_coding	ensembl_havana	chr1:213983181-214041510:+	4.359728677	-0.125999392	0.433541788	0.474031379	0.47236523	no	15503	17228	15447	17228	4.359728677	-0.086068222	0.498586776	0.736291671	0.475804047	no	20129	17228	17363	20129	4.359728677	-0.011288731	0.459010429	0.960447904	0.621178844	no	28198	17228	18974	28198	4.359728677	1.611139202	0.902461548	0.001421673	0.002588797	yes	1261	17228	7678	17228	4.359728677	3.119025317	1.009123852	1.02E-06	2.79E-06	yes	221	17228	6242	17228
O14497	ENSG00000117713	20	ARID1A	protein_coding	ensembl_havana	chr1:26693236-26782104:+	2164.496203	0.18415051	0.058078566	0.001211619	0.004128341	yes	12602	771	7545	12602	2164.496203	-0.183317155	0.059312639	0.001763528	0.008503346	yes	15617	771	9666	15617	2164.496203	-0.176602938	0.059121287	0.002561109	0.01567423	yes	15235	771	9796	15235	2164.496203	1.881219707	0.063550085	1.69E-194	6.13E-192	yes	843	771	189	843	2164.496203	1.930958793	0.061702923	1.55E-216	8.93E-214	yes	817	771	144	817
O95881	ENSG00000117862	13	TXNDC12	protein_coding	ensembl_havana	chr1:52020131-52055191:-	61.50683218	0.015230581	0.112396775	0.884418734	0.905603322	no	25395	11231	19627	25395	61.50683218	-0.002313522	0.116884267	0.983535722	1	no	34736	11231	20364	34736	61.50683218	-0.216513213	0.120088861	0.060453611	0.094033109	yes	13545	11231	12132	13545	61.50683218	-1.535019331	0.391016762	4.13E-06	1.32E-05	yes	1449	11231	5756	11231	61.50683218	-0.979228974	0.2644015	8.23E-05	0.000231454	yes	4655	11231	7526	11231
O15446	ENSG00000117877	10	CD3EAP	protein_coding	ensembl_havana	chr19:45406209-45410766:+	525.0821383	2.275385926	0.064582006	9.73E-274	8.00E-271	yes	109	3940	33	3940	525.0821383	2.876451887	0.063733172	0	0	yes	57	3940	1	3940	525.0821383	1.795357111	0.065905655	4.24E-165	2.27E-162	yes	300	3940	89	3940	525.0821383	0.685913733	0.12511329	2.62E-08	1.66E-07	yes	7242	3940	4833	7242	525.0821383	-0.92925892	0.177486905	7.39E-08	6.75E-07	yes	5116	3940	5934	5934
Q9HC84	ENSG00000117983	17	MUC5B	protein_coding	ensembl_havana	chr11:1223066-1262172:+	18.76047454	-0.038402319	0.16260869	0.785399164	0.715258155	no	21854	13823	18168	21854	18.76047454	-0.22747648	0.180372995	0.167571046	0.173811588	no	13946	13823	13818	13946	18.76047454	-2.037851149	0.269744098	2.30E-16	1.35E-15	yes	167	13823	2875	13823	18.76047454	-1.399317953	0.668934858	0.00183052	0.003271924	yes	1864	13823	7822	13823	18.76047454	-1.174795023	0.455121622	0.001936636	0.003009768	yes	3183	13823	8682	13823
P07339	ENSG00000117984	14	CTSD	protein_coding	ensembl_havana	chr11:1752755-1764573:-	3389.511633	-0.165306626	0.052331001	0.001321749	0.004473348	yes	13450	410	7595	13450	3389.511633	-0.157081023	0.052796239	0.002637317	0.009408587	yes	16678	410	9755	16678	3389.511633	-0.292059047	0.052742687	2.39E-08	2.74E-07	yes	11009	410	5186	11009	3389.511633	-1.643385342	0.070278773	2.24E-122	2.03E-120	yes	1194	410	361	1194	3389.511633	-1.48049038	0.06468484	7.96E-117	1.00E-114	yes	1777	410	417	1777
Q8WVM7	ENSG00000118007	13	STAG1	protein_coding	ensembl_havana	chr3:136336236-136752403:-	495.7305046	0.543291062	0.075257202	9.38E-14	9.60E-13	yes	3940	4157	2539	4157	495.7305046	0.789576286	0.074652219	6.53E-27	1.48E-25	yes	3447	4157	2077	4157	495.7305046	0.742738288	0.074725473	3.78E-24	9.07E-23	yes	3099	4157	1978	4157	495.7305046	1.630480736	0.094427821	3.16E-68	1.38E-66	yes	1216	4157	758	4157	495.7305046	1.14795789	0.094828767	2.98E-34	8.09E-33	yes	3368	4157	1916	4157
Q9UPR5	ENSG00000118160	14	SLC8A2	protein_coding	ensembl_havana	chr19:47428017-47471893:-	4.944426763	1.33095113	0.768488089	0.000399124	0.000993922	yes	498	16892	6736	16892	4.944426763	0.854423875	0.590808205	0.010631398	0.011079412	yes	2934	16892	9871	16892	4.944426763	-0.07992911	0.455089886	0.729472087	0.448569077	no	20079	16892	16931	20079	4.944426763	1.780467701	0.880956144	0.000546915	0.001332118	yes	978	16892	7334	16892	4.944426763	1.412043052	0.752268115	0.00290615	0.004649881	yes	2015	16892	8948	16892
P62851	ENSG00000118181	11	RPS25	protein_coding	ensembl_havana	chr11:119015712-119018691:-	1334.035233	-0.065551838	0.057470004	0.245077446	0.421914905	no	19555	1478	14933	19555	1334.035233	-0.031190527	0.057766091	0.582926987	1	no	24319	1478	20364	24319	1334.035233	-0.415020467	0.058642375	8.71E-13	1.42E-11	yes	7730	1478	3679	7730	1334.035233	-1.338154618	0.088667917	2.37E-52	7.62E-51	yes	2089	1478	1021	2089	1334.035233	-1.735431551	0.08809234	1.23E-87	1.61E-85	yes	1135	1478	658	1478
P16220	ENSG00000118260	15	CREB1	protein_coding	ensembl_havana	chr2:207529737-207605988:+	667.9876149	-0.105359152	0.058819202	0.067616948	0.154164312	no	16740	3165	11899	16740	667.9876149	0.015315332	0.05881902	0.791181498	1	no	27854	3165	20364	27854	667.9876149	0.189753167	0.05846322	0.001051223	0.006407373	yes	14640	3165	9035	14640	667.9876149	1.5517311	0.07459585	2.26E-97	3.12E-95	yes	1407	3165	504	3165	667.9876149	1.500423947	0.070083625	1.34E-102	1.02E-100	yes	1700	3165	498	3165
O75840	ENSG00000118263	15	KLF7	protein_coding	ensembl_havana	chr2:207074137-207167267:-	641.5385947	0.71033513	0.068868378	7.43E-26	1.77E-24	yes	2358	3277	1277	3277	641.5385947	0.029089776	0.070440257	0.673265758	1	no	24588	3277	20364	24588	641.5385947	0.186514826	0.070148332	0.007033179	0.036212296	yes	14788	3277	10694	14788	641.5385947	1.378363468	0.089653951	2.71E-54	1.75E-52	yes	1935	3277	985	3277	641.5385947	2.11447228	0.076971341	4.64E-168	1.10E-165	yes	631	3277	229	3277
P21580	ENSG00000118503	15	TNFAIP3	protein_coding	ensembl_havana	chr6:137867214-137883312:+	896.5148139	0.420749418	0.127923578	0.000307932	0.00095082	yes	5664	2343	6715	6715	896.5148139	0.756107962	0.126698898	4.59E-10	3.11E-09	yes	3727	2343	4891	4891	896.5148139	0.067547356	0.1304991	0.587358548	1	no	20886	2343	20400	20886	896.5148139	6.078377757	0.115425137	0	0	yes	27	2343	1	2343	896.5148139	5.312583781	0.116578013	0	0	yes	46	2343	1	2343
P10242	ENSG00000118513	19	MYB	protein_coding	ensembl_havana	chr6:135181308-135219173:+	11.3667108	-1.573692681	0.373582267	7.64E-08	2.40E-07	yes	326	14873	4126	14873	11.3667108	-1.720199119	0.373363451	2.70E-08	7.90E-08	yes	419	14873	5461	14873	11.3667108	-0.461706499	0.254664047	0.028535	0.033089766	yes	6785	14873	10583	14873	11.3667108	0.126347189	0.41161312	0.715451655	0.602585503	no	20875	14873	17306	20875	11.3667108	0.070918169	0.389409154	0.835315525	0.689030237	no	28857	14873	20045	28857
O00141	ENSG00000118515	11	SGK1	protein_coding	ensembl_havana	chr6:134169246-134318112:-	78.54965193	0.541031656	0.181567981	0.00052348	0.001515695	yes	3952	10665	6941	10665	78.54965193	0.224165582	0.180328276	0.173755041	0.305731321	no	14067	10665	15402	15402	78.54965193	0.50515083	0.177940181	0.00178164	0.003886373	yes	5967	10665	8651	10665	78.54965193	2.405666389	0.232929989	1.19E-27	1.16E-26	yes	443	10665	1889	10665	78.54965193	3.383118079	0.192639381	4.90E-73	1.09E-71	yes	192	10665	811	10665
P29279	ENSG00000118523	6	CCN2	protein_coding	ensembl_havana	chr6:131948176-131951372:-	6885.677728	2.593769464	0.046839938	0	0	yes	68	132	1	132	6885.677728	2.664133181	0.046891786	0	0	yes	78	132	1	132	6885.677728	2.097939186	0.047049803	0	0	yes	149	132	1	149	6885.677728	2.267223302	0.051353333	0	0	yes	511	132	1	511	6885.677728	2.501662246	0.049639278	0	0	yes	391	132	1	391
Q8TBY8	ENSG00000118557	16	PMFBP1	protein_coding	ensembl_havana	chr16:72112157-72176878:-	9.418389522	-0.206061226	0.279655461	0.289120715	0.300987511	no	11652	15332	13683	15332	9.418389522	-0.610594429	0.35126058	0.022135178	0.02920638	yes	5319	15332	10805	15332	9.418389522	-1.831855968	0.506248229	1.34E-06	3.04E-06	yes	279	15332	5747	15332	9.418389522	0.502252414	0.435208571	0.16128133	0.215615722	no	10294	15332	12944	15332	9.418389522	-0.767070421	0.602858923	0.073365022	0.087844918	yes	6946	15332	11957	15332
P49788	ENSG00000118849	10	RARRES1	protein_coding	ensembl_havana	chr3:158696892-158732489:-	9189.470868	-0.187302221	0.060334553	0.00150554	0.005032433	yes	12457	90	7691	12457	9189.470868	-0.2523177	0.060830821	2.77E-05	0.000201884	yes	13104	90	7611	13104	9189.470868	-0.883986567	0.061512437	4.38E-48	3.39E-46	yes	2156	90	766	2156	9189.470868	-3.239143538	0.076029847	0	0	yes	203	90	1	203	9189.470868	-2.464569893	0.068039105	2.89E-290	2.06E-287	yes	412	90	74	412
Q9Y4X4	ENSG00000118922	17	KLF12	protein_coding	havana	chr13:73686089-73995056:-	76.97442693	-0.197837742	0.116490496	0.066206337	0.107021313	no	12026	10717	11139	12026	76.97442693	-1.6296854	0.159343141	2.27E-26	2.93E-25	yes	495	10717	2098	10717	76.97442693	-0.529693977	0.127204938	1.19E-05	3.49E-05	yes	5564	10717	6450	10717	76.97442693	0.344365443	0.211381042	0.089335138	0.140477115	no	13829	10717	11904	13829	76.97442693	1.449151899	0.150396716	7.73E-23	5.17E-22	yes	1871	10717	2691	10717
P30279	ENSG00000118971	8	CCND2	protein_coding	ensembl_havana	chr12:4273762-4305353:+	12.20814214	0.429791175	0.267773041	0.030032371	0.040305358	yes	5506	14718	9646	14718	12.20814214	1.570217335	0.281174018	3.42E-10	1.04E-09	yes	548	14718	4732	14718	12.20814214	0.83499177	0.288574109	0.000308868	0.000722956	yes	2428	14718	7638	14718	12.20814214	-0.369825935	0.597246514	0.353260468	0.404411026	no	13149	14718	15116	15116	12.20814214	-1.007192871	0.829979914	0.024171798	0.032663131	yes	4406	14718	10595	14718
O00472	ENSG00000118985	16	ELL2	protein_coding	ensembl_havana	chr5:95885098-95961851:-	677.413763	0.255696046	0.059989444	1.30E-05	6.56E-05	yes	9809	3128	5631	9809	677.413763	0.394087535	0.060157911	3.61E-11	4.00E-10	yes	9155	3128	4614	9155	677.413763	0.75824466	0.058898052	7.75E-39	3.85E-37	yes	2971	3128	1070	3128	677.413763	2.057905832	0.074380084	1.03E-170	1.41E-168	yes	680	3128	243	3128	677.413763	2.079436758	0.069221637	4.17E-200	1.34E-197	yes	659	3128	168	3128
Q8WXX0	ENSG00000118997	14	DNAH7	protein_coding	ensembl_havana	chr2:195737703-196068837:-	27.51835504	0.04440606	0.310626015	0.819295894	0.775766376	no	21327	13019	18750	21327	27.51835504	0.172659631	0.361751993	0.507214233	0.456554336	no	16042	13019	17164	17164	27.51835504	0.77600958	0.429921109	0.006640442	0.013121588	yes	2828	13019	9635	13019	27.51835504	3.833660886	0.504304522	4.27E-17	2.48E-16	yes	132	13019	2829	13019	27.51835504	1.414739651	0.500868406	0.000436302	0.000958641	yes	2006	13019	8103	13019
Q13886	ENSG00000119138	4	KLF9	protein_coding	ensembl_havana	chr9:70384597-70414624:-	59.96270052	-2.367167603	0.180673541	5.26E-41	1.29E-39	yes	99	11285	712	11285	59.96270052	-2.640144764	0.197973699	1.88E-43	4.27E-42	yes	80	11285	1165	11285	59.96270052	-1.602405657	0.159448646	2.43E-25	2.50E-24	yes	440	11285	1836	11285	59.96270052	-0.549484115	0.25807049	0.02319074	0.042719629	yes	9427	11285	9958	11285	59.96270052	0.971880743	0.164702828	1.52E-09	6.88E-09	yes	4713	11285	5152	11285
Q9UDY2	ENSG00000119139	20	TJP2	protein_coding	ensembl_havana	chr9:69121264-69274615:+	12.33637372	-1.333799539	0.347229384	7.57E-07	2.72E-06	yes	491	14691	4674	14691	12.33637372	-1.532014752	0.347659298	1.47E-07	4.05E-07	yes	595	14691	5799	14691	12.33637372	-1.545739913	0.351797531	1.39E-07	4.16E-07	yes	496	14691	5263	14691	12.33637372	0.142911859	0.40338502	0.676264977	0.586026209	no	20171	14691	17108	20171	12.33637372	0.402433661	0.356281503	0.207497799	0.214508694	no	13031	14691	13848	14691
Q7Z7A1	ENSG00000119397	16	CNTRL	protein_coding	ensembl_havana	chr9:121074863-121177610:+	105.9652871	-0.852175556	0.097021008	1.30E-19	1.70E-18	yes	1603	9816	1760	9816	105.9652871	-1.672667965	0.112040602	2.83E-52	1.20E-50	yes	458	9816	897	9816	105.9652871	-1.285106224	0.105152985	6.21E-36	1.30E-34	yes	846	9816	1171	9816	105.9652871	-0.13419149	0.166338733	0.407909827	0.472114451	no	20541	9816	15849	20541	105.9652871	-0.276576669	0.154782538	0.068413928	0.135630796	no	16126	9816	12785	16126
Q92570	ENSG00000119508	18	NR4A3	protein_coding	ensembl_havana	chr9:99821855-99866891:+	32.51601681	2.688072338	0.65140737	8.86E-08	4.15E-07	yes	53	12685	4229	12685	32.51601681	2.210031452	0.700091611	2.19E-06	5.24E-06	yes	166	12685	6404	12685	32.51601681	0.272686982	0.445911862	0.274473146	0.319883972	no	11595	12685	15340	15340	32.51601681	6.419378569	0.621412792	1.31E-26	1.25E-25	yes	19	12685	1962	12685	32.51601681	5.168019467	0.63685426	3.04E-17	1.40E-16	yes	50	12685	3393	12685
P61916	ENSG00000119655	11	NPC2	protein_coding	ensembl_havana	chr14:74476192-74494177:-	482.6246468	-0.215570679	0.058437944	0.000164901	0.000656903	yes	11259	4262	6523	11259	482.6246468	-0.139973446	0.058958229	0.015986704	0.063948501	yes	17463	4262	11871	17463	482.6246468	-0.148260393	0.058730967	0.010821829	0.057447837	yes	16473	4262	11326	16473	482.6246468	-1.152025531	0.11920605	1.01E-22	2.77E-21	yes	2895	4262	2311	4262	482.6246468	-1.762309196	0.125789235	6.93E-46	1.87E-44	yes	1081	4262	1407	4262
Q14767	ENSG00000119681	12	LTBP2	protein_coding	ensembl_havana	chr14:74498183-74612378:-	113.684904	1.154040735	0.114505799	1.24E-25	1.72E-24	yes	756	9588	1275	9588	113.684904	1.549311437	0.112025517	3.91E-45	1.14E-43	yes	574	9588	1109	9588	113.684904	1.193008089	0.115272258	9.97E-27	1.42E-25	yes	1056	9588	1723	9588	113.684904	1.231355799	0.184717531	4.64E-12	2.31E-11	yes	2534	9588	3685	9588	113.684904	0.308299287	0.207113769	0.122993215	0.223583342	no	15304	9588	13943	15304
Q9UPI3	ENSG00000119686	10	FLVCR2	protein_coding	ensembl_havana	chr14:75578620-75663214:+	13.38957423	0.632434996	0.325140386	0.005564592	0.008842113	yes	3023	14514	8147	14514	13.38957423	0.682195028	0.325512956	0.007947097	0.011504146	yes	4463	14514	9901	14514	13.38957423	1.794567887	0.330135904	5.11E-10	1.47E-09	yes	301	14514	4278	14514	13.38957423	0.812055066	0.496066471	0.035086073	0.04843127	yes	5666	14514	10128	14514	13.38957423	1.42301977	0.438448564	0.00012051	0.00023848	yes	1969	14514	7538	14514
